goodsid,title,price,ziying,bimg,simg1,simg2,simg3,simg4,simg5,pinglun,haiwaigou,renqi,xiaoliangtime,time,mingzi,zhongliang
134,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5788,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,550,,135,465,0:00:00,汤臣倍健,133.3
135,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5789,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,551,,136,466,0:00:00,汤臣倍健,134.3
136,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5790,ziying.png,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,552,,137,467,0:00:00,金维他,135.3
137,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5791,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,553,haiwaigou.png,138,468,0:00:00,来益,136.3
138,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5792,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,554,,139,469,0:00:00,汤臣倍健,137.3
139,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5793,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,555,,140,470,0:00:00,汤臣倍健,138.3
140,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5794,ziying.png,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,556,,141,471,0:00:00,金维他,139.3
141,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5795,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,557,,142,472,0:00:00,来益,140.3
142,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5796,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,558,,143,473,0:00:00,汤臣倍健,141.3
143,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5797,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,559,haiwaigou.png,144,474,0:00:00,汤臣倍健,142.3
144,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5798,ziying.png,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,560,,145,475,0:00:00,金维他,143.3
145,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5799,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,561,,146,476,0:00:00,来益,144.3
146,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5800,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,562,,147,477,0:00:00,汤臣倍健,145.3
147,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5801,ziying.png,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,563,,148,478,0:00:00,汤臣倍健,146.3
148,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5802,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,564,,149,479,0:00:00,金维他,147.3
149,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5803,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,565,,150,480,0:00:00,来益,148.3
150,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5804,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,566,,151,481,0:00:00,汤臣倍健,149.3
151,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5805,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,567,,152,482,0:00:00,汤臣倍健,150.3
152,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5806,ziying.png,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,568,,153,483,0:00:00,金维他,151.3
153,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5807,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,569,haiwaigou.png,2341,484,0:00:00,来益,152.3
154,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5808,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,570,,155,23412,0:00:00,汤臣倍健,153.3
155,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5809,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,571,,156,486,0:00:00,汤臣倍健,154.3
156,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5810,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,572,,157,487,0:00:00,金维他,155.3
157,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5811,ziying.png,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,573,,158,488,0:00:00,来益,156.3
158,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5812,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,574,haiwaigou.png,159,489,0:00:00,汤臣倍健,157.3
159,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5813,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,575,,160,490,0:00:00,汤臣倍健,158.3
160,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5814,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,576,,161,491,0:00:00,金维他,159.3
161,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5815,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,577,,162,492,0:00:00,来益,160.3
162,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5816,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,578,,163,493,0:00:00,汤臣倍健,161.3
163,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5817,ziying.png,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,579,,164,494,0:00:00,汤臣倍健,162.3
164,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5818,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,580,,165,495,0:00:00,金维他,163.3
165,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5819,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,581,haiwaigou.png,166,4421235,0:00:00,来益,164.3
166,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5820,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,582,,1313,497,0:00:00,汤臣倍健,165.3
167,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5821,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,583,,168,498,0:00:00,汤臣倍健,166.3
168,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5822,ziying.png,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,584,,4564,499,0:00:00,金维他,167.3
169,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5823,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,585,,170,500,0:00:00,来益,168.3
170,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5824,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,586,,171,501,0:00:00,汤臣倍健,169.3
171,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5825,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,587,,172,502,0:00:00,汤臣倍健,170.3
172,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5826,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,588,,173,503,0:00:00,金维他,171.3
173,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5827,ziying.png,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,589,,174,504,0:00:00,来益,172.3
174,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5828,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,590,,175,505,0:00:00,汤臣倍健,173.3
175,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5829,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,591,,176,506,0:00:00,汤臣倍健,174.3
176,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5830,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,592,,177,507,0:00:00,金维他,175.3
177,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5831,ziying.png,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,593,,178,508,0:00:00,来益,176.3
178,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5832,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,594,haiwaigou.png,179,509,0:00:00,汤臣倍健,177.3
179,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5833,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,595,,180,510,0:00:00,汤臣倍健,178.3
180,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5834,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,596,haiwaigou.png,23332,511,0:00:00,金维他,179.3
181,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5835,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,597,,182,512,0:00:00,来益,180.3
182,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5836,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,598,,183,513,0:00:00,汤臣倍健,181.3
183,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5837,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,599,,184,43243,0:00:00,汤臣倍健,182.3
184,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5838,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,600,,185,515,0:00:00,金维他,183.3
185,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5839,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,601,,186,516,0:00:00,来益,184.3
186,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5840,ziying.png,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,602,,2342,517,0:00:00,汤臣倍健,185.3
187,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5841,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,603,,188,4323,0:00:00,汤臣倍健,186.3
188,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5842,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,604,haiwaigou.png,189,519,0:00:00,金维他,187.3
189,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5843,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,605,,190,520,0:00:00,来益,188.3
190,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5844,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,606,,191,521,0:00:00,汤臣倍健,189.3
191,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5845,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,607,,192,522,0:00:00,汤臣倍健,190.3
192,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5846,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,608,,193,445,0:00:00,金维他,191.3
193,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5847,ziying.png,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,609,,194,524,0:00:00,来益,192.3
194,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5848,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,610,,195,525,0:00:00,汤臣倍健,193.3
195,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5849,,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,611,haiwaigou.png,196,5466,0:00:00,汤臣倍健,194.3
196,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5850,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,612,,197,527,0:00:00,金维他,195.3
197,来益牌 叶黄素咀嚼片 450mg*30片每日一粒，1瓶约1个月量，呵护双眼，缓解视力疲劳，眼睛干涩者、视力模糊者适用,5851,,shili.jpg,s1.jpg,s2.jpg,s3.jpg,s4.jpg,s5.jpg,613,,198,528,0:00:00,来益,196.3
198,汤臣倍健 天然β-胡萝卜素软胶囊 0.5g*100粒来自澳大利亚进口的胡萝卜素，每粒含4.71mg胡萝卜素，1瓶约3个月量,5852,,huluobo.jpg,h1.jpg,h2.jpg,h3.jpg,h4.jpg,h5.jpg,614,,199,529,0:00:00,汤臣倍健,197.3
199,汤臣倍健 多维男士多种维生素矿物质片 1.5g/片*60片 *2件,5853,ziying.png,tang.jpg,t1.jpg,t2.jpg,t3.jpg,t4.jpg,t5.jpg,615,,200,530,0:00:00,汤臣倍健,198.3
200,21金维他 多维元素片 100片含12种维生素，8种矿物质，1种氨基酸促进维矿物质吸收，强化VA、VB好配方更适合中国人体质；成人及12岁以上儿童，一日2片，12岁以下1日1片，饭后服用,5854,,jinweita.jpg,j1.jpg,j2.jpg,j3.jpg,j4.jpg,j5.jpg,616,,201,531,0:00:00,金维他,199.3
